mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,393,101,(4;10;1),(0;0;5),70,200,200.0,30.0 + 70.0 + 30.0
2,1,reshuffle,327,101,(4;10;2),(0;0;4),100,230,230.0,30.0 + 70.0 + 30.0
3,2,reshuffle,236,101,(4;10;3),(0;0;3),130,260,260.0,30.0 + 70.0 + 30.0
4,0,reshuffle,181,101,(4;10;4),(0;0;2),270,400,400.0,30.0 + 70.0 + 30.0
5,1,reshuffle,134,101,(4;10;5),(0;0;1),300,430,430.0,30.0 + 70.0 + 30.0
6,2,target,101,101,(4;10;6),WS 2 (Port 1),330,485,485.0,30.0 + 85.0 + 30.0 + 10.0
7,0,return,101,101,WS 2 (Port 1),(0;0;0),549,624,624.0,30.0 + 15.0 + 30.0
8,1,reshuffle,394,102,(3;0;1),(0;1;5),445,525,525.0,30.0 + 20.0 + 30.0
9,2,reshuffle,328,102,(3;0;2),(0;1;4),505,585,585.0,30.0 + 20.0 + 30.0
10,1,reshuffle,237,102,(3;0;3),(0;1;3),545,625,625.0,30.0 + 20.0 + 30.0
11,2,reshuffle,182,102,(3;0;4),(0;1;2),605,685,685.0,30.0 + 20.0 + 30.0
12,0,reshuffle,135,102,(3;0;5),(0;1;1),639,719,719.0,30.0 + 20.0 + 30.0
13,1,target,102,102,(3;0;6),WS 2 (Port 1),669,769,769.0,30.0 + 30.0 + 30.0 + 10.0
14,0,return,102,102,WS 2 (Port 1),(0;1;0),807,887,887.0,30.0 + 20.0 + 30.0
15,2,reshuffle,79,211,(1;7;2),(0;2;5),720,810,810.0,30.0 + 30.0 + 30.0
16,1,reshuffle,57,211,(1;7;3),(0;2;4),814,904,904.0,30.0 + 30.0 + 30.0
17,2,reshuffle,26,211,(1;7;4),(0;2;3),844,934,934.0,30.0 + 30.0 + 30.0
18,0,reshuffle,357,211,(1;7;5),(0;2;2),922,1012,1012.0,30.0 + 30.0 + 30.0
19,1,target,211,211,(1;7;6),WS 2 (Port 1),952,1077,1077.0,30.0 + 55.0 + 30.0 + 10.0
20,0,return,211,211,WS 2 (Port 1),(1;0;1),1091,1171,1171.0,30.0 + 20.0 + 30.0
