mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,22,22,(5;1;4),WS 1 (Port 1),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,22,22,WS 1 (Port 1),(1;0;1),142,217,217.0,30.0 + 15.0 + 30.0
3,1,reshuffle,101,81,(1;8;1),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
4,2,target,81,81,(1;8;2),WS 1 (Port 1),75,200,200.0,30.0 + 55.0 + 30.0 + 10.0
5,1,return,81,81,WS 1 (Port 1),(1;0;0),208,283,283.0,30.0 + 15.0 + 30.0
6,2,target,83,83,(2;6;1),WS 1 (Port 1),240,360,360.0,30.0 + 50.0 + 30.0 + 10.0
7,0,return,83,83,WS 1 (Port 1),(0;2;3),372,452,452.0,30.0 + 20.0 + 30.0
8,1,target,275,275,(0;4;0),WS 1 (Port 2),308,408,408.0,30.0 + 30.0 + 30.0 + 10.0
9,1,return,275,275,WS 1 (Port 2),(0;2;2),412,492,492.0,30.0 + 20.0 + 30.0
10,2,reshuffle,374,348,(5;5;2),(0;2;1),410,522,522.0,30.0 + 52.0 + 30.0
11,0,target,348,348,(5;5;3),WS 1 (Port 1),492,622,622.0,30.0 + 60.0 + 30.0 + 10.0
12,0,return,348,348,WS 1 (Port 1),(0;2;0),624,704,704.0,30.0 + 20.0 + 30.0
