mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,13,57,(1;8;1),(0;0;7),45,150,150.0,30.0 + 45.0 + 30.0
2,1,reshuffle,35,57,(1;8;2),(0;0;6),75,180,180.0,30.0 + 45.0 + 30.0
3,2,target,57,57,(1;8;3),WS 2 (Port 1),105,235,235.0,30.0 + 60.0 + 30.0 + 10.0
4,0,return,57,57,WS 2 (Port 1),(0;0;5),239,314,314.0,30.0 + 15.0 + 30.0
5,1,reshuffle,31,75,(2;1;1),(0;0;4),195,344,344.0,30.0 + 89.0 + 30.0
6,2,reshuffle,53,75,(2;1;2),(0;0;3),255,374,374.0,30.0 + 59.0 + 30.0
7,0,target,75,75,(2;1;3),WS 2 (Port 1),329,429,429.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,75,75,WS 2 (Port 1),(0;0;2),531,606,606.0,30.0 + 15.0 + 30.0
9,1,reshuffle,12,56,(1;9;1),(0;0;1),394,636,636.0,30.0 + 182.0 + 30.0
10,2,reshuffle,34,56,(1;9;2),(0;0;0),424,666,666.0,30.0 + 182.0 + 30.0
11,0,target,56,56,(1;9;3),WS 2 (Port 1),656,791,791.0,30.0 + 65.0 + 30.0 + 10.0
12,0,return,56,56,WS 2 (Port 1),(0;1;7),795,875,875.0,30.0 + 20.0 + 30.0
13,1,target,20,20,(1;1;1),WS 2 (Port 2),646,741,741.0,30.0 + 25.0 + 30.0 + 10.0
14,1,return,20,20,WS 2 (Port 2),(0;1;6),745,905,905.0,30.0 + 100.0 + 30.0
15,2,target,10,10,(5;0;0),WS 2 (Port 2),691,801,801.0,30.0 + 40.0 + 30.0 + 10.0
16,2,return,10,10,WS 2 (Port 2),(0;1;5),811,935,935.0,30.0 + 64.0 + 30.0
