mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,11,33,(1;10;1),(0;0;7),55,170,170.0,30.0 + 55.0 + 30.0
2,1,target,33,33,(1;10;2),WS 1 (Port 1),85,220,220.0,30.0 + 65.0 + 30.0 + 10.0
3,0,return,33,33,WS 1 (Port 1),(0;0;6),224,294,294.0,30.0 + 10.0 + 30.0
4,2,reshuffle,12,34,(1;9;1),(0;0;5),50,324,324.0,30.0 + 214.0 + 30.0
5,1,target,34,34,(1;9;2),WS 1 (Port 1),270,400,400.0,30.0 + 60.0 + 30.0 + 10.0
6,0,return,34,34,WS 1 (Port 1),(0;0;4),406,476,476.0,30.0 + 10.0 + 30.0
7,2,target,56,56,(1;9;3),WS 1 (Port 1),374,504,504.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,56,56,WS 1 (Port 1),(0;0;3),508,578,578.0,30.0 + 10.0 + 30.0
9,1,reshuffle,13,57,(1;8;1),(0;0;2),445,608,608.0,30.0 + 103.0 + 30.0
10,2,reshuffle,35,57,(1;8;2),(0;0;1),549,654,654.0,30.0 + 45.0 + 30.0
11,0,target,57,57,(1;8;3),WS 1 (Port 1),623,748,748.0,30.0 + 55.0 + 30.0 + 10.0
12,0,return,57,57,WS 1 (Port 1),(0;0;0),752,822,822.0,30.0 + 10.0 + 30.0
13,1,reshuffle,16,82,(1;5;1),(0;1;7),638,723,723.0,30.0 + 25.0 + 30.0
14,2,reshuffle,38,82,(1;5;2),(0;1;6),684,769,769.0,30.0 + 25.0 + 30.0
15,1,reshuffle,60,82,(1;5;3),(0;1;5),748,833,833.0,30.0 + 25.0 + 30.0
16,2,target,82,82,(1;5;4),WS 1 (Port 1),794,904,904.0,30.0 + 40.0 + 30.0 + 10.0
17,0,return,82,82,WS 1 (Port 1),(0;1;4),910,985,985.0,30.0 + 15.0 + 30.0
