mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,45,54,(5;2;5),(0;2;4),35,120,120.0,30.0 + 25.0 + 30.0
2,1,reshuffle,245,54,(5;2;6),(0;2;3),65,150,150.0,30.0 + 25.0 + 30.0
3,2,target,54,54,(5;2;7),WS 1 (Port 1),95,210,210.0,30.0 + 45.0 + 30.0 + 10.0
4,0,return,54,54,WS 1 (Port 1),(1;0;1),216,291,291.0,30.0 + 15.0 + 30.0
5,1,reshuffle,134,1,(1;3;5),(0;2;2),160,230,230.0,30.0 + 10.0 + 30.0
6,2,target,1,1,(1;3;6),WS 1 (Port 1),230,330,330.0,30.0 + 30.0 + 30.0 + 10.0
7,0,return,1,1,WS 1 (Port 1),(1;0;0),338,413,413.0,30.0 + 15.0 + 30.0
8,1,reshuffle,47,14,(1;6;5),(0;2;1),255,340,340.0,30.0 + 25.0 + 30.0
9,1,reshuffle,161,14,(1;6;6),(0;2;0),365,450,450.0,30.0 + 25.0 + 30.0
10,2,target,14,14,(1;6;7),WS 1 (Port 1),395,510,510.0,30.0 + 45.0 + 30.0 + 10.0
11,0,return,14,14,WS 1 (Port 1),(1;1;2),518,598,598.0,30.0 + 20.0 + 30.0
12,1,target,83,83,(2;6;1),WS 2 (Port 1),480,605,605.0,30.0 + 55.0 + 30.0 + 10.0
13,1,return,83,83,WS 2 (Port 1),(1;1;1),607,692,692.0,30.0 + 25.0 + 30.0
14,2,target,255,255,(0;1;0),WS 2 (Port 2),515,605,605.0,30.0 + 20.0 + 30.0 + 10.0
15,2,return,255,255,WS 2 (Port 2),(0;1;0),613,693,693.0,30.0 + 20.0 + 30.0
16,0,reshuffle,150,35,(1;4;0),(0;3;2),613,683,683.0,30.0 + 10.0 + 30.0
17,0,target,35,35,(1;4;1),WS 2 (Port 1),693,803,803.0,30.0 + 40.0 + 30.0 + 10.0
18,0,return,35,35,WS 2 (Port 1),(1;1;0),819,904,904.0,30.0 + 25.0 + 30.0
